JobId,Responsibilities,POSITION,Skills
2917,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Senior Backend Engineer,"docker, kubernetes, mongodb, rest api"
1668,"<p><strong>What you will do:</strong></p>
<p>You'll work as a Backend Engineer in a really collaborative and community driven startup environment.</p>
<p><br></p>
<p><strong>The perfect candidate:</strong></p>
<ul>
  <li>- Has at least 4 years of overall experience;</li>
</ul>
<p>- Has a strong experience working with Ruby on Rails;</p>
<p>- Is a collaborative person who loves to learn and teach what they know;</p>
<p>- Has verified English classified as Advanced or Fluent;<br>
- Has a +70% score at VanHack's Ruby on Rails code challenge;</p>
<p><br></p>
<p><strong>It will be considered a plus if the candidate:</strong></p>
<p>- Already worked at a startup before;</p>
<p>- Has some technical leadership skills;</p>
<p>- Has a bachelor's degree;</p>
<p>- Worked at e-commerce industry before;</p>
<p>- Has experience with the rest of this company's stack: Kafka, ember.js, postgresql, redis and github;</p>
<p>- Has a +90% score at VanHack's Ruby on Rails code challenge;</p>
<p><br></p>
<p><br>
If you have a friend who is a good fit for this role and it's a not a VanHacker yet, recommend this person to us.<br>
If your recommendation is hired, you'll receive $150 CAD from VanHack!<br>
Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral&nbsp;</p>
<p><br></p>",Senior Backend Engineer (Ruby on Rails),"ember.js, github, kafka, postgresql, redis, ruby, ruby on rails"
1180,"<p><strong>The ideal candidate:</strong></p>
<p>- Has 8+ years of expereince as a software engineer (5+ building ""scalable"" applications in Java or C# and willing to move to Java)<br>
- Has 2-3 Years of experience in a data engineering, big data or IoT role and is capabale of building and optimizing realtime data pieplines, and has knowledge of realtime data analytics.<br>
- Has hands-on experience with Postgresql, Google BigQuery as well as Kafka.<br>
- Is a Great communicator (verbal and written)<br>
- Has a university degree in computer science or an equivalent discipline especially data science/data engineering related.<br>
-Bonus/Nice to have: some experience with container orchestration and tools (Kubernetes, Puppet etc.)<br>
Spark is not a requirement but will be nice to have.</p>
<p>""Ideal candidate is a software engineer (Java or C#) who has experience building and scaling web based &nbsp;applications, who has transitioned into data engineering, big data or IoT during the last 2-3 years""<br>
Someone who is good with“Not just the tools”but is more into the logic of things and programming/data architecture, data pipelines optimization.</p>",Senior Data Engineer,"Big Data, bigquery, c#, java, kafka, kubernetes, postgresql, puppet, python, spark"
1319,"<p>If you are an experienced DevOps Engineer and looking for a Job in Canada this is the best one!</p>
<p>AWS experience is a Must!</p>
<p>Very strong experience with containers, sysadmin, and deployment.</p>
<p>Any programming languages is welcome, but Java and Python is the best.</p>",Senior DevOps Engineer,"ansible, aws, bamboo, devops, docker, java, jenkins, kubernetes, linux sysadmin, microservices, python, rds, shell script, terraform"
1264,"<p>— Solid JavaScript experience<br>
— Experience with front-end frameworks such as React or Angular.<br>
— Good understanding of build lifecycle (Webpack/Gulp/Grunt).<br>
— Solid knowledge optimizing page rendering, animation.</p>",Senior Front End Developer,"agile methodologies, angular, animation, css, ecmascript, git, grunt, gulp, javascript, react.js, rest api, unit testing, webpack"
1674,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Senior Frontend Developer,"css, html, javascript, php"
1160,"<p><em><strong>Who you are:</strong></em></p>
<p>You ideally have worked in a start-up and you are familiar with the start-up environment. As a developer, you understand the importance of being extremely well organized and you are detail-oriented. You put 100% in the work you do and you are a go-getter. You are a team player. You ideally know your way around the logistics and/or supply chain industry.</p>
<p><br></p>
<p><em><strong>Your experience:</strong></em></p>
<ul>
  <li>5+ years experience working as a Front-End developer</li><li>AngularJS (v1.x) IS REALLY IMPORTANT FOR THIS ROLE!<br></li>
  <li>HTML5, CSS3 and SASS</li>
  <li>Gulp/other</li>
</ul>
<p><br></p>
<p><em><strong>Nice to have skills (what will make you stand out from the crowd)</strong></em></p>
<ul>
  <li>You are familiar with Node.Js and Typescript</li>
  <li>You are experienced with React.js and Vue.js</li>
  <li>You are familiar with Adobe Photoshop and Illustrator&nbsp;</li>
  <li>SQL databases</li>
  <li>AWS and Nginx</li>
</ul>
<p><br></p>
<p><em><strong>What you will be doing:</strong></em></p>
<p>You will give your best to improve the current web platform. You will build new front-end features from scratch. You will be responsible for analyzing and improving each feature. You will be working in an Agile team with daily meetings and weekly sprints. You will collaborate with your colleagues to help each other improving the quality of the code and product.</p>",Senior Front-end Developer,"angular, javascript, node.js, react.js, sass, vue.js"
1340,"<p>We are looking for a Developer which has 5+ years of expeirience working as a FRONT-END Developer.</p>
<p>Must have skills are Javascript, React/Angular, API, SPA.</p>
<p>Very experienced in HTML and CSS.</p>
<p>Very good communications skills (written and verbal).</p>",Senior Frontend Engineer (m/f),"angular, css, ember.js, html, javascript, react.js, ruby on rails, single-­page applications, vue.js"
1265,"<p><strong>The ideal candidate:</strong><br>
 - Has at least 4 years experience as a software developer building REST based APIs &nbsp;(5 Years+ will be even better)<br>
 - Experience building applications with either NodeJS, Python, Java or Ruby with Javascript on the front-end <br>
 - Has great communication skills (verbal and written)<br>
 - Has hands-on working experience with html/css as well as either CGP or AWS<br>
 - Has experience with unit testing and continuous integration<br>
 - Is familiar with the Agile methodology<br>
 - Has a University degree in computer science or an equivalent.<br>
&nbsp;</p>",Senior Full Stack Developer,"agile, aws, continuous integration, java, javascript, node.js, python, rest api, ruby on rails"
1446,"<p><strong>The Ideal Candidate:</strong></p>
<p>- Has strong knowledge and great experience working on the LAMP stack, building web-based applications<br>
- 5+ years PHP experience (raw php programming and back-end, not wordpress or similar php frameworks)<br>
- Has great working experience of JavaScript/ES2015<br>
- Has good work experience with RESTful APIs, and strong understanding of performance and scaling, caching concepts etc.<br>
- Has hands-on testing, debugging and troubleshooting experience, using tools such as Xdebug <br>
- Has hands-on experience with UI design<br>
- Is a great communicator (advanced/fluent in English)</p>
<p><strong>Nice to have:</strong></p>
<p>- Experience developping in React.js <br>
- Mentoring and leadership experience in a software development team/company<br>
- Advanced / Fluent Russian language&nbsp;</p>
<p><br></p>",Senior Full Stack Developer,"es2015, javascript, lamp, mvp, mysql, php, react.js, rest api, ui"
1746,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Senior Full Stack Developer,"angular, backbone.js, javascript, react.js, sql, vue.js"
1820,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Senior Full Stack Developer,"javascript, postgresql, ruby"
1423,"<p><strong>The ideal candidate</strong><br>
 - Has at least 5 years Experience as a software engineer developing in Java and using Spring MVC<br>
 - Meets ALL the must have skills<br>
 - Has good communication skills<br>
 - Has strong hands on API and integration skills</p>
<p>Is able and willing to work remotely (Pacific time zone) for a few months first (6+) before a move to Vancouver will be discussed and facilitated.&nbsp;</p>",Senior Java / Integration Engineer,"apache, api, basic bpmn, css, j2ee, java, javascript, jboss, jdbc, jquery, json, linux, mvc, quartz, rest api, spring, sql, tomcat"
1641,"<p>Great company in vancouver working on &nbsp;the re-shaping the definition of corporate banking applications is looking for a Java 8 Developer!</p>
<p><strong>Required Skills:</strong></p>
<ul>
  <li><strong>MUST be available to start remotely in a month or less while the visa process takes place.</strong></li>
  <li>5+ years of experience with Java &nbsp;and currently working with Java 8.</li>
  <li>Be passionate about working with backend development.</li>
  <li>Experience working with start-ups and be willing to join one.</li>
  <li>Great English skills as you'll be handling with clients directly</li>
  <li>Background working on Banking applications is a plus. &nbsp;</li>
  <li>Make sure your resume is update in our platform, &nbsp;your English is verfied and you have taken the code verification test!</li>
</ul>
<p><strong>Observation:</strong> If you have a friend or colleague who is a good fit for this role and is not on VanHack yet, recommend him/her to us. If your recommendation is hired, you'll receive $150 CAD from VanHack. Use this link to get your personal referral link: https://app.vanhack.com/New/#/referral&nbsp;&nbsp;&nbsp;</p>",Senior Java 8 Developer,"finance, fintech, hibernate, java, spring"
1289,"<p><b>The Ideal Candidate</b></p><ul><li>Has 8+ Years of experience as a software developer/engineer (Java and JS)<br><b>Note: </b>if you have less than 8 years of experience (anything between 4 and 8) <u>you can still apply,</u> we also need Intermediate developers<br></li><li>Good Hands-on experience with RDBMS especially Mysql</li><li>Good Hands-on experience with AWS (or Google cloud)</li><li>A university degree in computer science or equivalent</li><li>Great communication&nbsp;and problem-solving skills&nbsp;</li></ul><p><b>Nice to have:</b><br>- Google&nbsp;Play framework experience<br>- Experience with Front-end development<br>- Experience with JS frameworks like Angular, Vue or React<br>- Leadership experience in a SaaS or E-commerce software dev. company</p>",Senior Java Developer,"angular, aws, css, full stack, html, java, javascript, vue.js"
1677,"REQUIREMENTS:  
 – 6+ years of experience in software development.  
 – Bachelor Degree or higher in Computer Science or related fields.  
 – Excellent command over Java software language is a must, especially for building web-based applications. – Knowledge in other languages is welcome, Python is a big plus.  
 - Able to code in CSS and SCSS .  
 – Good knowledge in JavaScript and frameworks (Angular/ React/ Vue, etc).  
 – Experience with large scale systems.  
 – Strong knowledge of MySQL .","Senior Java Engineer ","angular, aws, css, java, javascript, jquery, mysql, react.js, sql, vue.js"
1536,"<ul>
  <li><br></li>
</ul>
<p>Solid understanding of JavaScript. (Alternatively: really solid backend experience + some JavaScript + ability to learn JavaScript really fast.)</p>
<ul>
  <li><br></li>
</ul>
<p>5+ years experience in web application development, bonus points if you have experience working directly with clients or a product owner.</p>
<ul>
  <li><br></li>
</ul>
<p>Bonus points if you have previous experience building apps in Angular, React or Node.</p>
<ul>
  <li><br></li>
</ul>
<p>Great interpersonal skills - we are a close knit team and work together to solve problems.</p>
<ul>
  <li><br></li>
</ul>
<p>A desire to follow a software development process that helps you sleep better at night</p>
<ul>
  <li><br></li>
</ul>
<p>Bonus points if you have server side experience.</p>
<ul>
  <li><br></li>
</ul>
<p>Bonus points if you have an eye for design. (BTW, all our designers can code.)</p>
<ul>
  <li><br></li>
</ul>
<p>Great problem solver and ability to reinvent oneself - We are always looking at ways we can do things better, sometimes there is no path to follow.</p>
<ul>
  <li><br></li>
</ul>
<p>Proactive and self starter - we hire folks that have a deep desire to do better and be better, you won’t be micromanaged in this role. (We want to hear your voice.)</p>
<ul>
  <li><br></li>
</ul>
<p>Passionate about learning - You’ll help identify new technologies and approaches to problems. (Web development and especially JS is always evolving.)&nbsp;</p>",Senior Javascript Developer,"angular, javascript, react.js, typescript"
1602,"<p><strong>What you will do:</strong><br>
This top notch Java developer will tackle and solve difficult problems, not only maintaining the company's platform, but building new products and enhancing current ones. <br>
The focus will be on reducing latency, improving scalability, availability, and security of the platform while keeping it efficient and secure. In the meanwhile, this professional will also act as a technical mentor to other engineers. &nbsp;<br>
<br>
<strong>The perfect candidate:</strong><br>
- Has a strong Java experience and must have worked in complex, meaningful projects, tackling difficult problems, both big picture architectural ones and detailed technical ones (+5 years of experience with Java is probably expected, but the type of projects and code experience will count more than years of experience);<br>
- Must have experience with proper multi-threaded programming, thread-safety issues, designing for concurrency;<br>
- Is skilled in bash scripting and Linux command-line tools (besides Windows);<br>
- Knows Java build tools (Ant/Maven/Gradle);<br>
- Uses source control management systems (Git/Subversion) in a continuous integration environment;<br>
- Has a +80% grade at VanHack's Java related challenges;<br>
- Has verified English classified as Advanced or Fluent;<br>
- Loves solving difficult problems and challenges.<br>
<br>
<strong>The ideal candidate also:</strong><br>
- Had previous exposure to development of high-throughput, low-latency distributed systems, and/or asynchronous messaging frameworks;<br>
- Is familiar with building Docker images and running Docker containers;<br>
- Has a +90% or 100% grade at VanHack's Java related challenges;<br>
- Has a bachelor's degree;<br>
- Had a previous experience in FinTech, Financial or Financial Transaction industry.<br>
<br>
<br>
If you have a friend who is a good fit for this role and it's a not a VanHacker yet, recommend this person to us.<br>
If your recommendation is hired, you'll receive $150 CAD from VanHack!<br>
Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral<br>
<br>
</p>",Senior Platform Engineer (Java),"ant, bash script, docker, fintech, git, gradle, java, linux, maven, multithreading, problem solving, subversion"
1404,"<ul>
  <li><strong>For this position, remote candidates will be considered in the following regions:</strong></li>
  <li><strong>North America (</strong><em><strong>except</strong></em><strong> the US)</strong></li>
  <li><strong>South America</strong></li>
  <li><strong>Central &amp; Western Europe</strong><strong>&nbsp;</strong></li>
  <li><strong>We are looking for a Senior Ruby Developer to have 4-5 years of experience working with Ruby on Rails and some DevOps skills.</strong></li>
</ul>",Senior Ruby on Rails Developer - REMOTE,"aws, docker, javascript, react.js, ruby on rails"
2867,"<p>- 5+ years of experience as a ""full-time"" software engineer (with a minimum of 3 years experience with Ruby/Rails)</p>
<p>- Great experience with Javascript and any modern framework (Vue, Angular, React etc.)&nbsp;</p>
<p>- Excellent communication skills (we will only consider candidates with a verified English level of Advanced or Fluent)</p>
<p>- A university degree in computer science (or a similar field) / Or a solid 6+ years of work experience as a software engineer.</p>
<p><br></p>
<p><strong>Nice to have:</strong></p>
<p>- Experience with ES6/TypeScript</p>
<p>- Experience working in an Agile/Scrum environment</p>","Senior Ruby on Rails Developer, Full Stack ","javascript, postgresql, react.js, ruby on rails, typescript"
1728,"<p><strong>The ideal candidate: </strong>&nbsp;&nbsp;&nbsp;</p>
<p>- Has 4+ years of Salesforce development experience: Apex and VisualForce &nbsp;&nbsp;</p>
<p>- Has good experience working with SF Sales Cloud/Service Cloud and/or Community Cloud &nbsp;&nbsp;&nbsp;</p>
<p>- Has great experience developing and working with: HTML, CSS, JavaScript, (and a modern framework) like: React/Redux, Webpack &nbsp;&nbsp;&nbsp;</p>
<p>- Has hands-on experience with DBs: data modelling, integration and ETL &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p>- Has hands-on experience creating/managing APIs &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p>- Has a university degree in Computer Science/Software Engineering or an equivalent dicipline &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>
<p>- Has great communication skills (English) P.S: only those with their English verified as Advanced or Fluent would be considered for this role.&nbsp;</p>
<p>&nbsp;&nbsp;&nbsp;</p>
<p><strong>Bonus: &nbsp;&nbsp;</strong>&nbsp;&nbsp;&nbsp;</p>
<p>- If you have a good Hacker Rank score in JS/React or ETL</p>",Senior Salesforce Developer,"apex, css, etl, html, javascript, react.js, redux, salesforce.com, visualforce, webpack"
1373,"<p><br></p>
<p><strong>SEE THE FULL JOB DESCRIPTION GUIDE HERE: https://bit.ly/2C6TwcJ&nbsp;</strong></p>
<p><br></p>
<p>We are seeking skilled Software Developers to join our Technology Consulting team in Winnipeg. You will engage with numerous different clients and amazing development teams to design, estimate, code, and test complex programs. You will have the opportunity to work on different assignments to build your technical skills and expertise, as well as your consulting skills. You are a team player who has a desire to learn and grow in their career and help others do the same.</p>
<p><strong>Critical Competencies for Success:</strong> Software Developer, Java skills, communication skills, collaboration skills, strong work ethic, initiative, sense of humor</p>
<p><strong>What you'll do</strong></p>
<p>Prepare detailed specifications.</p>
<p>Solve existing system's logical difficulties as required.</p>
<p>Improve and/or develop computer systems to meet users' needs by finding solutions, solving complex or moderately complex problems, making estimates concerning work to be done, programming, testing, debugging, and documenting systems.</p>
<p>Take part in all project phases to ensure project completion by cooperating with and offering advice to users, meeting deadlines, and communicating status reports.</p>
<p>Make sure that systems are optimal and meet the quality standards of the business area by making analyses and suggestions and developing assessments.</p>
<ul>
  <li>Provide recommendations to improve development and system maintenance processes.</li>
</ul>
<p>Create system design documentation outlining overview, diagrams, and designs specific to users, application system, and technical requirements.</p>
<ul>
  <li>Perform coding, unit testing, debugging, documenting, and implementing of applications and scripts in collaboration with quality assurance.</li>
</ul>
<p>Analyze existing or proposed projects to determine their feasibility and time estimates required.</p>
<ul>
  <li>Evaluate existing and new applications and upcoming technologies to meet user requirements.&nbsp;</li>
</ul>
<p><strong>What we'd like</strong></p>
<ul>
  <li>Proficient in JavaScript (React, Angular, Angular JS, Ember, jQuery).</li>
</ul>
<p>Knowledge and experience in User Interface development, utilizing one or more of the following: Struts 2, JSF (preferably PrimeFaces), Spring MVC.</p>
<ul>
  <li>Self-starter with 4+ years of experience and strong knowledge of Java 7 or higher.</li>
</ul>
<p>The ability and desire to learn and be productive in new technologies quickly.</p>
<ul>
  <li>Good knowledge and experience working with common design patterns.</li>
</ul>
<p>Knowledge and experience in a variety of frameworks and technologies, such as Spring, Hibernate, JPA.</p>
<ul>
  <li>Familiarity with one or more of the following IDE’s: Eclipse, IntelliJ, jDeveloper, NetBeans, or others.</li>
</ul>
<p>Knowledge and experience in Web Services (WSDL, UDDI, SOAP, REST), XML (XLST, XSD, XPath), JSON.</p>
<ul>
  <li>Knowledge and experience with integration platforms (MuleSoft, Sonic, Fuse).</li>
</ul>
<p>Knowledge and experience in several project and development methodologies such as Agile, Waterfall, Test Driven Development, Behavior Driven Development, Domain Driven Development, or others.</p>
<ul>
  <li>Good knowledge and understanding of database technologies and performance tuning.</li>
</ul>
<p>Broad technology experience an asset.</p>
<ul>
  <li>A bachelor's degree/diploma in computer science, computer systems engineering, software engineering, or equivalent experience.</li>
</ul>
<p>Someone who shares our core values: &nbsp;&nbsp;&nbsp;&nbsp;</p>
<p>Caring &amp; Empathy: We look out for each other.</p>
<p>Passion: We are energized by what we do.</p>
<p>Integrity: We do what's right.</p>
<p>Forward Thinking: We are always evolving.</p>
<ul>
  <li>Commitment and Perseverance: We finish what we start.&nbsp;</li>
</ul>",Senior Software Developer,"angular, java, javascript, react.js"
1590,"<ul>
  <li>4+ years experience in a related field</li>
  <li>Bachelor’s degree in software engineering or computer science, or 5+ years experience in a related field</li>
  <li>Experience or strong understanding with high scalability, data intensive, distributed Internet applications.</li>
  <li>Proficiency in modern software language, and willingness to quickly learn our technology stack.&nbsp;</li>
</ul>",Senior Software Developer,"angular, cloud computing, javascript, kubernetes, mysql, postgresql, python, typescript"
1593,"<ul>
  <li>Knowledge of modern JavaScript, HTML5, CSS3</li>
  <li>4+ Years of experience developing production web applications using modern JavaScript frameworks like Angular, Node or React</li>
  <li>Exposure to a backend language (we use NodeJS, but Java, Ruby on Rails, Python, etc. is also acceptable)</li>
  <li>Some exposure to SQL or NoSQL databases</li>
  <li>Unit testing or test driven development</li>
  <li>Experience working on teams in an agile-scrum&nbsp;environment&nbsp;</li>
</ul>",Senior Software Developer,"java, javascript, node.js, python, ruby"
1619,"<p><strong>What you will do:</strong><br>
 You must be able to get a high level description and business requirements and then break them into activities to create things.<br>
 This company is an early stage startup that uses Ruby and vue.js as part of their main stack, but for this position they will consider a strong candidate that is already an expert in their own stack (such as Java, Python or Scala, for example) and is willing to learn ruby and vue.js quickly.<br>
&nbsp;</p>
<p><strong>The perfect candidate:</strong><br>
 - Has at least 5 years of overall experience as a developer;<br>
 - Is an expert in their language of choice (whether it's Java, Python or other);<br>
 - Has been immersed in the DevOps mentality;<br>
 - Must be a quick learner and be willing to learn this company's stack pretty fast;<br>
 - Has strong communication skills and client facing experience (with verified English classified as Advanced or Fluent);<br>
 - Has a +80% score at VanHack's code challenge (on their language of expertise);<br>
 - Has a +80% score at VanHack's DevOps challenge; <br>
&nbsp;</p>
<p><strong>It will be considered a plus if the candidate:</strong><br>
 - Has 8+ years of experience as a developer;<br>
 - Already worked at a company with a large microservice deployment (50+);<br>
 - Has a bachelor's degree;<br>
 - Already worked at a startup environment before;<br>
 - Has a +80% score at VanHack's Ruby challenge;<br>
 - Is already familiar with the stack below:<br>
 Ruby<br>
 vue.js<br>
 MySQL<br>
 Redis<br>
 GraphQL<br>
 ElasticSearch<br>
 Terraform<br>
 AWS / GCP<br>
 Git</p>
<p>If you have a friend who is a good fit for this role and it's a not a VanHacker yet, recommend this person to us.<br>
 If your recommendation is hired, you'll receive $150 CAD from VanHack!<br>
 Use this link to get your referral personal link: https://app.vanhack.com/New/#/referral</p>",Senior Software Developer,"aws, devops, elasticsearch, git, graphql, mysql, redis, ruby, terraform, vue.js"
2889,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Senior Software Developer,"api, aws, c#, c++, javascript, scripting"
2919,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Senior Software Developer,"css, devops, docker, html, javascript, node.js, react.js"
1452,"<p><strong>The Ideal Candidate:</strong></p>
<p>- Has 5+ years of experience in building end-to-end web applications using Javascript/Angular.<br>
 - Is familiar and knowledgeable / has experience with software design and development lifecycle, especially for web-based platforms (can handle: requirements gathering, implementation, optimization and testing etc.)<br>
 - Works well in an Agile environment<br>
 - Has good communication skills (note: English language level must be advanced or fluent)<br>
 - Has a university degree in Computer Science or a related field/or 5+ years of software engineering experience.<br>
 - Prior leadership or coaching and mentoring experience will be a stong asset!<br>
&nbsp;</p>
<p><strong>Nice to have Skills:</strong></p>
<p>- Working experience with Python/Flask<br>
 - Fmiliarity with WebRTC protocol / service.<br>
 - Prior experience developing online learning or web conferencing platforms<br>
&nbsp;</p>",senior software developer - Angular,"agile, angular, aws, flask, javascript, mysql, python, rest api, typescript, webrtc"
1437,"<p>-7+ years of experience with software development (C++ or Python).&nbsp;</p>
<p>-Experience in DevOps and infrastructure.&nbsp;</p>
<p>-Solid knowledge of Linux-based operating systems (CLI, scripting, configuration)</p>
<p>-Experience in designing architecture based on requirements, manufacturing engineering and test automation, encryption, network security, server security and Linux Networking (firewalls, DNS, TCP/UDP).</p>
<p>Bonus:</p>
<p>-Experience integrating ERP systems, AWS, REST APIs.</p>
<p>-Knowledge of robotics</p>",Senior Software Developer - Infrastructure,"aws, c++, devops, erp, infrastructure, linux, python, rest api, robotics, test automation"
1642,"<p><strong>The Ideal Candidate:</strong></p>
<p>- Has a minimum of 5 years experience working as a software engineer (full-time) on a SaaS platform.<br>
- Has strong development skills in Go lang or Node</p>
<p>- Has strong working experience building robust APIs in Node.js / Express.js or professional experience in one of the following backend languages: Ruby, Python.</p>
<p>- Has hands-on working experience with React or Vue</p>
<p>- Has hands-on working experience with Postgres and AWS</p>
<ul>
  <li>- Has hands-on working experience with Docker<br>
- Understands software design architecture and micro services<br>
- Has great communication skills (advanced/fluent English) and ability to deliver great solutions with minimum or no direct supervision.<br>
 - Has a University degree in computer science or an equivalent study (or proven 6 years+ relevant work experience in software engineering)</li>
</ul>
<p>- Full stack developers are also welcome to apply if they work with Go or Node on the back-end and React on the front-end (the main focus will be the back-end though)&nbsp;</p>
<p><strong>Bonus/Plus points:</strong></p>
<ul>
  <li>- Experience with Elastic search<br>
 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;- Experience with Redis<br>
&nbsp;</li>
</ul>
<p><strong>Please note:</strong><br>
 &nbsp;&nbsp;As the company is on the Pacific Timezone and the job will be remote for the first 2-3 months before a move can be made, they prefer candidates who are close to their timezone (i.e located in the Americas: North, Central Or South America) <br>
&nbsp;</p>",Senior Software Engineer,"aws, docker, elasticsearch, go lang, javascript, mysql, node.js, postgresql, react.js, redis, rest api, vue.js"
996,"<p>The homebuying experience your borrowers want</p><ul style=""margin-top: 0px; margin-bottom: 0px; margin-left: 30px; padding-bottom: 10px; padding-left: 0px; border: 0px; outline: 0px; vertical-align: baseline; list-style: inherit; color: rgb(34, 34, 34); font-family: &quot;Source Sans Pro&quot;, Arial, Helvetica, sans-serif; font-size: 14px;""><li dir=""ltr"" style=""margin-top: 0px; border: 0px; outline: 0px; vertical-align: baseline; line-height: 1.25; color: rgb(0, 0, 0); font-size: 11pt; font-family: Arial;""><p dir=""ltr"" style=""margin-top: 3px; margin-bottom: 10px; border: 0px; outline: 0px; vertical-align: baseline; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; color: rgb(0, 0, 0); font-size: 14px; font-family: arial, helvetica, sans-serif;"">Strong visual design skills and intuition towards a user interface that people love&nbsp;</span></p></li><li dir=""ltr"" style=""margin-top: 0px; border: 0px; outline: 0px; vertical-align: baseline; line-height: 1.25; color: rgb(0, 0, 0); font-size: 11pt; font-family: Arial;""><p dir=""ltr"" style=""margin-top: 3px; margin-bottom: 10px; border: 0px; outline: 0px; vertical-align: baseline; line-height: 1.4em;""><span style=""margin: 0px; padding: 0px; border: 0px; outline: 0px; vertical-align: baseline; color: rgb(0, 0, 0); font-size: 14px; font-family: arial, helvetica, sans-serif;"">Build systems, wireframes, prototypes, final visual design, and user flows to illustrate design ideas</span></p></li></ul>",Senior UX Designer,"ilustrator, invision, photoshop, sketch, ux"
1335,<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p>,Sensei Labs' Candidates,".net, c#, front end, javascript, mobile development, quality assurance"
